SiteID,County,City,DBA,Licensee,PremisesStreet,PremisesCityState,LicenseNumber,LicenseType,Status,IssueDate,EffectiveDate,ExpiryDate
1107,Fayette,Lexington,Selma's Catering,"SELMA'S, LLC ",720 Henry Clay Blvd,"Lexington, KY 40505",034-CL-434,Caterer's License,Active,2/24/16,2/24/16,11/30/22
17133,Fayette,Lexington,señor chimi,Senor Chimi LLC ,400 W Main St,"Lexington, KY 40507",034-NQ2-192014,NQ2 Retail Drink License,Active,8/10/22,8/10/22,11/30/22
17133,Fayette,Lexington,señor chimi,Senor Chimi LLC ,400 W Main St,"Lexington, KY 40507",034-RS-192015,Special Sunday Retail Drink License,Active,8/10/22,8/10/22,11/30/22
24840,Fayette,Lexington,Shake Shack,SHAKE SHACK KENTUCKY LLC ,115 Summit At Fritz Farm Ste 110,"Lexington, KY 40517",034-RS-4804,Special Sunday Retail Drink License,Active,5/2/17,5/2/17,11/30/22
24840,Fayette,Lexington,Shake Shack,SHAKE SHACK KENTUCKY LLC ,115 Summit At Fritz Farm Ste 110,"Lexington, KY 40517",034-NQ2-3300,NQ2 Retail Drink License,Active,5/2/17,5/2/17,11/30/22
11691,Fayette,Lexington,Shaking Seafood & Wing,UNCLE CRAB Inc ,3110 Mapleleaf Dr,"Lexington, KY 40509",034-NQ2-3919,NQ2 Retail Drink License,Active,3/25/19,3/25/19,11/30/22
11691,Fayette,Lexington,Shaking Seafood & Wing,UNCLE CRAB Inc ,3110 Mapleleaf Dr,"Lexington, KY 40509",034-RS-5604,Special Sunday Retail Drink License,Active,3/25/19,3/25/19,11/30/22
4718,Fayette,Lexington,Shamrock Bar & Grill Patchen,"BRAKLE ENTERPRISES, INC. ",154 Patchen Dr Ste #85,"Lexington, KY 40517",034-NQ4-1544,NQ4 Retail Malt Beverage Drink License,Active,5/13/13,6/25/13,11/30/22
4718,Fayette,Lexington,Shamrock Bar & Grill Patchen,"BRAKLE ENTERPRISES, INC. ",154 Patchen Dr Ste #85,"Lexington, KY 40517",034-RS-2779,Special Sunday Retail Drink License,Active,5/13/13,6/25/13,11/30/22
4718,Fayette,Lexington,Shamrock Bar & Grill Patchen,"BRAKLE ENTERPRISES, INC. ",154 Patchen Dr Ste #85,"Lexington, KY 40517",034-LD-1209,Quota Retail Drink License,Active,12/1/04,12/1/04,11/30/22
5624,Fayette,Lexington,Shamrock Bar & Grille,"HARTROCK, LLC ",4750 Hartland Pkwy Ste 128,"Lexington, KY 40515",034-NQ2-1498,NQ2 Retail Drink License,Active,5/13/13,6/25/13,11/30/22
5624,Fayette,Lexington,Shamrock Bar & Grille,"HARTROCK, LLC ",4750 Hartland Pkwy Ste 128,"Lexington, KY 40515",034-RS-2805,Special Sunday Retail Drink License,Active,5/13/13,6/25/13,11/30/22
15405,Fayette,Lexington,Shenanigans Wines and Spirits,NEW ERA LIQUORS LLC ,561 S Broadway,"Lexington, KY 40508",034-NQ-190526,NQ Retail Malt Beverage Package License,Active,5/17/22,5/17/22,11/30/22
15405,Fayette,Lexington,Shenanigans Wines and Spirits,NEW ERA LIQUORS LLC ,561 S Broadway,"Lexington, KY 40508",034-LP-190527,Quota Retail Package License,Active,5/17/22,5/17/22,11/30/22
15405,Fayette,Lexington,Shenanigans Wines and Spirits,NEW ERA LIQUORS LLC ,561 S Broadway,"Lexington, KY 40508",034-SP-190528,Sampling License,Active,5/17/22,5/17/22,11/30/22
5702,Fayette,Lexington,Sidebar Grill,T-13 LLC ,147 N Limestone,"Lexington, KY 40507",034-NQ4-1761,NQ4 Retail Malt Beverage Drink License,Active,5/13/13,6/25/13,11/30/22
5702,Fayette,Lexington,Sidebar Grill,T-13 LLC ,147 N Limestone,"Lexington, KY 40507",034-LD-2014,Quota Retail Drink License,Active,6/24/09,6/24/09,11/30/22
5702,Fayette,Lexington,Sidebar Grill,T-13 LLC ,147 N Limestone,"Lexington, KY 40507",034-RS-1853,Special Sunday Retail Drink License,Active,5/4/10,5/4/10,11/30/22
15802,Fayette,Lexington,Signature Wine and Liquor,Tarun LLC ,325 S Limestone,"Lexington, KY 40508",034-LP-1883,Quota Retail Package License,Active,4/30/12,5/1/12,11/30/22
15802,Fayette,Lexington,Signature Wine and Liquor,Tarun LLC ,325 S Limestone,"Lexington, KY 40508",034-NQ-3134,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,11/30/22
31724,Fayette,Lexington,"Signet KY Retail, LLC","Signet KY Retail, LLC",405 S Limestone,"Lexington, KY 40508",034-EDC-179920,Entertainment Destination Center License,Active,3/19/21,3/19/21,11/30/22
12580,Fayette,Lexington,Silver Cue,"SEEQAL CORPORATION, INC. ",694 E New Circle Rd Ste 1- 5,"Lexington, KY 40505",034-LD-1809,Quota Retail Drink License,Active,4/17/07,4/17/07,11/30/22
12580,Fayette,Lexington,Silver Cue,"SEEQAL CORPORATION, INC. ",694 E New Circle Rd Ste 1- 5,"Lexington, KY 40505",034-RS-1856,Special Sunday Retail Drink License,Active,5/5/10,5/5/10,11/30/22
12580,Fayette,Lexington,Silver Cue,"SEEQAL CORPORATION, INC. ",694 E New Circle Rd Ste 1- 5,"Lexington, KY 40505",034-NQ4-1032,NQ4 Retail Malt Beverage Drink License,Active,5/13/13,6/25/13,11/30/22
22025,Fayette,Lexington,"Silver Springs Farm Eqwine, Vineyard & Distillery","SILVER SPRINGS FARM EQWINE & VINEYARD, LLC ",3710 Leestown Rd,"Lexington, KY 40511",034-NQ4-159452,NQ4 Retail Malt Beverage Drink License,Active,2/6/20,2/5/20,11/30/22
22025,Fayette,Lexington,"Silver Springs Farm Eqwine, Vineyard & Distillery","SILVER SPRINGS FARM EQWINE & VINEYARD, LLC ",3710 Leestown Rd,"Lexington, KY 40511",034-SFW-159453,Small Farm Winery License,Active,2/6/20,2/5/20,11/30/22
2067,Fayette,Lexington,Silver streak market,"SILVER STREAK MARKET, LLC ",5584 Versailles Rd,"Lexington, KY 40510",034-NQ-174399,NQ Retail Malt Beverage Package License,Active,12/11/20,12/11/20,11/30/22
2067,Fayette,Lexington,Silver streak market,"SILVER STREAK MARKET, LLC ",5584 Versailles Rd,"Lexington, KY 40510",034-NQ4-174400,NQ4 Retail Malt Beverage Drink License,Active,12/11/20,12/11/20,11/30/22
20496,Fayette,Lexington,Sir Veza's,"DN LEX, LLC ",4000 Terminal Dr Ste 204B,"Lexington, KY 40510",034-NQ2-158589,NQ2 Retail Drink License,Active,1/23/20,1/23/20,11/30/22
20496,Fayette,Lexington,Sir Veza's,"DN LEX, LLC ",4000 Terminal Dr Ste 204B,"Lexington, KY 40510",034-RS-158590,Special Sunday Retail Drink License,Active,1/23/20,1/23/20,11/30/22
490,Fayette,Lexington,SKILAR STOP LLC,SKILAR STOP LLC ,641 Red Mile Rd,"Lexington, KY 40504",034-NQ-186497,NQ Retail Malt Beverage Package License,Active,10/5/21,10/5/21,11/30/22
23644,Fayette,Lexington,Skyline BP,Skyline BP LLC ,1065 Newtown Pike #A,"Lexington, KY 40511",034-NQ-5665,NQ Retail Malt Beverage Package License,Active,9/9/16,9/9/16,11/30/22
12308,Fayette,Lexington,Smashing Tomato,"SMASHING TOMATO, LLC ",3801 Mall Rd Ste 195,"Lexington, KY 40503",034-NQ2-1019,NQ2 Retail Drink License,Active,5/13/13,6/25/13,11/30/22
12308,Fayette,Lexington,Smashing Tomato,"SMASHING TOMATO, LLC ",3801 Mall Rd Ste 195,"Lexington, KY 40503",034-RS-2351,Special Sunday Retail Drink License,Active,5/13/13,6/25/13,11/30/22
13363,Fayette,Lexington,Smashing Tomato 2 Llc,"SMASHING TOMATO 2, LLC ",2200 War Admiral Way Ste 160,"Lexington, KY 40509",034-NQ2-1261,NQ2 Retail Drink License,Active,5/13/13,6/25/13,11/30/22
13363,Fayette,Lexington,Smashing Tomato 2 Llc,"SMASHING TOMATO 2, LLC ",2200 War Admiral Way Ste 160,"Lexington, KY 40509",034-RS-0715,Special Sunday Retail Drink License,Active,5/29/08,5/29/08,11/30/22
32251,Fayette,Lexington,Sonny's BBQ,"ACG BBQ, LLC ",2341 Buena Vista Rd,"Lexington, KY 40505",034-NQ2-186808,NQ2 Retail Drink License,Active,10/27/21,10/27/21,8/31/23
32251,Fayette,Lexington,Sonny's BBQ,"ACG BBQ, LLC ",2341 Buena Vista Rd,"Lexington, KY 40505",034-RS-186809,Special Sunday Retail Drink License,Active,10/27/21,10/27/21,8/31/23
13994,Fayette,Lexington,Soundbar,"SMALL PLATES, LLC ",208 S Limestone,"Lexington, KY 40508",034-LD-2006,Quota Retail Drink License,Active,10/29/09,11/1/09,11/30/22
13994,Fayette,Lexington,Soundbar,"SMALL PLATES, LLC ",208 S Limestone,"Lexington, KY 40508",034-SB-1245,Supplemental Bar License,Active,5/13/13,6/25/13,11/30/22
13994,Fayette,Lexington,Soundbar,"SMALL PLATES, LLC ",208 S Limestone,"Lexington, KY 40508",034-NQ4-1811,NQ4 Retail Malt Beverage Drink License,Active,5/13/13,6/25/13,11/30/22
13994,Fayette,Lexington,Soundbar,"SMALL PLATES, LLC ",208 S Limestone,"Lexington, KY 40508",034-RS-1762,Special Sunday Retail Drink License,Active,10/29/09,11/1/09,11/30/22
33559,Fayette,Lexington,South of Wrigley,Eat it LLC ,472 Southland Dr,"Lexington, KY 40503",034-NQ4-189970,NQ4 Retail Malt Beverage Drink License,Active,4/11/22,4/11/22,11/30/22
10261,Fayette,Lexington,Southern Glazer's of KY,"SOUTHERN GLAZER'S WINE AND SPIRITS OF KENTUCKY, LLC ",101 Mercer Ct,"Lexington, KY 40511",034-MD-189950,Distributor's License,Active,4/11/22,4/11/22,8/31/23
10261,Fayette,Lexington,Southern Glazer's of KY,"SOUTHERN GLAZER'S WINE AND SPIRITS OF KENTUCKY, LLC ",101 Mercer Ct,"Lexington, KY 40511",034-WH-0014,Wholesaler's License,Active,6/30/16,7/1/16,8/31/23
3767,Fayette,Lexington,Southland Lanes,"COLLINS BOWLING CENTERS, INC. ",205 Southland Dr,"Lexington, KY 40503",034-NQ4-1263,NQ4 Retail Malt Beverage Drink License,Active,5/13/13,6/25/13,11/30/22
3767,Fayette,Lexington,Southland Lanes,"COLLINS BOWLING CENTERS, INC. ",205 Southland Dr,"Lexington, KY 40503",034-LD-281,Quota Retail Drink License,Active,7/1/78,7/1/78,11/30/22
3767,Fayette,Lexington,Southland Lanes,"COLLINS BOWLING CENTERS, INC. ",205 Southland Dr,"Lexington, KY 40503",034-SB-1055,Supplemental Bar License,Active,5/13/13,6/25/13,11/30/22
3767,Fayette,Lexington,Southland Lanes,"COLLINS BOWLING CENTERS, INC. ",205 Southland Dr,"Lexington, KY 40503",034-RS-0702,Special Sunday Retail Drink License,Active,4/16/08,4/16/08,11/30/22
12321,Fayette,Lexington,Southland Marathon,"MAA TWO, INC. ",531 Southland Dr,"Lexington, KY 40503",034-NQ-2527,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,11/30/22
8001,Fayette,Lexington,Speaks Marathon,"SPEAKS, INC. ",1900 Newtown Pike,"Lexington, KY 40511",034-NQ-2301,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,11/30/22
6135,Fayette,Lexington,Spearmint Rhino Gentlemen's Club,"KENTUCKY HOSPITALITY VENTURE, LLC ",5539 Athens Boonesboro Rd,"Lexington, KY 40509",034-NQ4-1491,NQ4 Retail Malt Beverage Drink License,Active,5/13/13,6/25/13,11/30/22
6135,Fayette,Lexington,Spearmint Rhino Gentlemen's Club,"KENTUCKY HOSPITALITY VENTURE, LLC ",5539 Athens Boonesboro Rd,"Lexington, KY 40509",034-SB-1099,Supplemental Bar License,Active,5/13/13,6/25/13,11/30/22
6135,Fayette,Lexington,Spearmint Rhino Gentlemen's Club,"KENTUCKY HOSPITALITY VENTURE, LLC ",5539 Athens Boonesboro Rd,"Lexington, KY 40509",034-LD-1105,Quota Retail Drink License,Active,4/6/06,4/6/06,11/30/22
6135,Fayette,Lexington,Spearmint Rhino Gentlemen's Club,"KENTUCKY HOSPITALITY VENTURE, LLC ",5539 Athens Boonesboro Rd,"Lexington, KY 40509",034-RS-0650,Special Sunday Retail Drink License,Active,12/14/07,12/14/07,11/30/22
3280,Fayette,Lexington,Speedway #9332,SPEEDWAY LLC ,911 Beaumont Centre Pkwy,"Lexington, KY 40513",034-NQ-1264,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,8/31/23
3118,Fayette,Lexington,Speedway #9334,SPEEDWAY LLC ,2910 Tates Creek Rd,"Lexington, KY 40502",034-NQ-1263,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,8/31/23
2285,Fayette,Lexington,Speedway #9393,SPEEDWAY LLC ,2290 Elkhorn Rd,"Lexington, KY 40505",034-NQ-1243,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,8/31/23
8864,Fayette,Lexington,Speedway #9394,SPEEDWAY LLC ,1001 Georgetown Rd,"Lexington, KY 40511",034-NQ-1256,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,8/31/23
2286,Fayette,Lexington,Speedway #9395,SPEEDWAY LLC ,2301 Paris Pike,"Lexington, KY 40505",034-NQ-1242,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,8/31/23
2478,Fayette,Lexington,Speedway #9397,SPEEDWAY LLC ,1281 New Circle Rd Ne,"Lexington, KY 40505",034-NQ-1241,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,8/31/23
1925,Fayette,Lexington,Speedway #9402,SPEEDWAY LLC ,3151 Todds Rd,"Lexington, KY 40509",034-NQ-1240,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,8/31/23
3276,Fayette,Lexington,Speedway #9512,SPEEDWAY LLC ,515 Euclid Ave,"Lexington, KY 40502",034-NQ-1238,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,8/31/23
3270,Fayette,Lexington,Speedway #9591,SPEEDWAY LLC ,2301 Versailles Rd,"Lexington, KY 40504",034-NQ-1222,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,8/31/23
3273,Fayette,Lexington,Speedway #9593,SPEEDWAY LLC ,2900 Richmond Rd,"Lexington, KY 40509",034-NQ-1221,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,8/31/23
3269,Fayette,Lexington,Speedway #9596,SPEEDWAY LLC ,246 Southland Dr,"Lexington, KY 40503",034-NQ-1218,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,8/31/23
3271,Fayette,Lexington,Speedway #9621,SPEEDWAY LLC ,2490 Nicholasville Rd,"Lexington, KY 40503",034-NQ-1213,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,8/31/23
3272,Fayette,Lexington,Speedway #9651,SPEEDWAY LLC ,5360 Athens Boonesboro Rd,"Lexington, KY 40509",034-NQ-1201,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,8/31/23
3264,Fayette,Lexington,Speedway #9658,SPEEDWAY LLC ,900 Winchester Rd,"Lexington, KY 40505",034-NQ-1197,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,8/31/23
3263,Fayette,Lexington,Speedway #9667,SPEEDWAY LLC ,716 N Broadway,"Lexington, KY 40508",034-NQ-1192,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,8/31/23
3275,Fayette,Lexington,Speedway #9675,SPEEDWAY LLC ,819 S Limestone,"Lexington, KY 40508",034-NQ-1191,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,8/31/23
3277,Fayette,Lexington,Speedway #9677,SPEEDWAY LLC ,1401 Leestown Rd,"Lexington, KY 40511",034-NQ-1190,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,8/31/23
3278,Fayette,Lexington,Speedway #9699,SPEEDWAY LLC ,803 S Broadway,"Lexington, KY 40504",034-NQ-1184,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,8/31/23
3265,Fayette,Lexington,Speedway #9704,SPEEDWAY LLC ,447 New Circle Rd Ne,"Lexington, KY 40505",034-NQ-1181,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,8/31/23
3274,Fayette,Lexington,Speedway #9728,SPEEDWAY LLC ,3660 Boston Rd,"Lexington, KY 40514",034-NQ-1155,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,8/31/23
10275,Fayette,Lexington,Springhill Suites by Marriott,"HIT PORTFOLIO I MISC TRS, LLC ",863 S Broadway,"Lexington, KY 40504",034-NQ4-3236,NQ4 Retail Malt Beverage Drink License,Active,5/27/15,5/27/15,8/31/23
10275,Fayette,Lexington,Springhill Suites by Marriott,"HIT PORTFOLIO I MISC TRS, LLC ",863 S Broadway,"Lexington, KY 40504",034-NQ-7119,NQ Retail Malt Beverage Package License,Active,10/11/18,10/11/18,8/31/23
4589,Fayette,Lexington,Spuds Tavern,"SHOOTER'S SPORTS BAR & GRILL II, LLC ",3130 Pimlico Pkwy Ste 101,"Lexington, KY 40517",034-NQ4-3851,NQ4 Retail Malt Beverage Drink License,Active,4/18/17,4/18/17,11/30/22
4589,Fayette,Lexington,Spuds Tavern,"SHOOTER'S SPORTS BAR & GRILL II, LLC ",3130 Pimlico Pkwy Ste 101,"Lexington, KY 40517",034-RS-1757,Special Sunday Retail Drink License,Active,7/31/09,7/31/09,11/30/22
4589,Fayette,Lexington,Spuds Tavern,"SHOOTER'S SPORTS BAR & GRILL II, LLC ",3130 Pimlico Pkwy Ste 101,"Lexington, KY 40517",034-LD-2555,Quota Retail Drink License,Active,4/18/17,4/18/17,11/30/22
5095,Fayette,Lexington,Squires Tavern,"R AND R ENTERTAINMENT, LLC ","3429 Buckhorn Dr, Ste B","Lexington, KY 40515",034-LD-1052,Quota Retail Drink License,Active,12/22/11,12/22/11,11/30/22
5095,Fayette,Lexington,Squires Tavern,"R AND R ENTERTAINMENT, LLC ","3429 Buckhorn Dr, Ste B","Lexington, KY 40515",034-RS-2040,Special Sunday Retail Drink License,Active,12/22/11,12/22/11,11/30/22
5095,Fayette,Lexington,Squires Tavern,"R AND R ENTERTAINMENT, LLC ","3429 Buckhorn Dr, Ste B","Lexington, KY 40515",034-NQ4-2120,NQ4 Retail Malt Beverage Drink License,Active,5/13/13,6/25/13,11/30/22
2296,Fayette,Lexington,Stagger Inn,Stagger Inn LLC ,269 W Main St,"Lexington, KY 40507",034-RS-3949,Special Sunday Retail Drink License,Active,3/3/15,3/3/15,11/30/22
2296,Fayette,Lexington,Stagger Inn,Stagger Inn LLC ,269 W Main St,"Lexington, KY 40507",034-NQ4-3209,NQ4 Retail Malt Beverage Drink License,Active,3/3/15,3/3/15,11/30/22
2296,Fayette,Lexington,Stagger Inn,Stagger Inn LLC ,269 W Main St,"Lexington, KY 40507",034-LD-1510,Quota Retail Drink License,Active,3/3/15,3/3/15,11/30/22
2296,Fayette,Lexington,Stagger Inn,Stagger Inn LLC ,269 W Main St,"Lexington, KY 40507",034-SB-1565,Supplemental Bar License,Active,10/5/15,10/5/15,11/30/22
26335,Fayette,Lexington,Standing Room Only,YAMAGUCHI L.L.C. ,123 W Sixth St,"Lexington, KY 40508",034-NQ2-3688,NQ2 Retail Drink License,Active,6/6/18,6/6/18,11/30/22
35240,Fayette,Lexington,"STAY LEXINGTON, LP","STAY LEXINGTON, L.P. ",209 Ruccio Way,"Lexington, KY 40503",034-NQ-192516,NQ Retail Malt Beverage Package License,Active,9/1/22,9/1/22,11/30/22
35240,Fayette,Lexington,"STAY LEXINGTON, LP","STAY LEXINGTON, L.P. ",209 Ruccio Way,"Lexington, KY 40503",034-NQ4-192517,NQ4 Retail Malt Beverage Drink License,Active,9/1/22,9/1/22,11/30/22
35240,Fayette,Lexington,"STAY LEXINGTON, LP","STAY LEXINGTON, L.P. ",209 Ruccio Way,"Lexington, KY 40503",034-LD-192518,Quota Retail Drink License,Active,9/1/22,9/1/22,11/30/22
35240,Fayette,Lexington,"STAY LEXINGTON, LP","STAY LEXINGTON, L.P. ",209 Ruccio Way,"Lexington, KY 40503",034-RS-192519,Special Sunday Retail Drink License,Active,9/1/22,9/1/22,11/30/22
21505,Fayette,Lexington,Staybridge Suites,"Leestown Hotel Associates, LLC ",125 Louie Pl,"Lexington, KY 40511",034-LD-1854,Quota Retail Drink License,Active,3/25/15,3/25/15,11/30/22
21505,Fayette,Lexington,Staybridge Suites,"Leestown Hotel Associates, LLC ",125 Louie Pl,"Lexington, KY 40511",034-NQ4-3217,NQ4 Retail Malt Beverage Drink License,Active,3/25/15,3/25/15,11/30/22
21505,Fayette,Lexington,Staybridge Suites,"Leestown Hotel Associates, LLC ",125 Louie Pl,"Lexington, KY 40511",034-RS-3957,Special Sunday Retail Drink License,Active,3/25/15,3/25/15,11/30/22
12278,Fayette,Lexington,Stella's Kentucky Deli,"STELLA'S KENTUCKY DELI, LLC ",143 Jefferson St,"Lexington, KY 40508",034-RS-3884,Special Sunday Retail Drink License,Active,12/1/14,12/1/14,11/30/22
12278,Fayette,Lexington,Stella's Kentucky Deli,"STELLA'S KENTUCKY DELI, LLC ",143 Jefferson St,"Lexington, KY 40508",034-NQ2-2625,NQ2 Retail Drink License,Active,12/1/14,12/1/14,11/30/22
31006,Fayette,Lexington,Stevies Kwik Mart LLC,Stevies Kwik Mart LLC ,110 W 6th St,"Lexington, KY 40508",034-NQ4-179956,NQ4 Retail Malt Beverage Drink License,Active,3/19/21,3/19/21,11/30/22
31006,Fayette,Lexington,Stevies Kwik Mart LLC,Stevies Kwik Mart LLC ,110 W 6th St,"Lexington, KY 40508",034-NQ-179957,NQ Retail Malt Beverage Package License,Active,3/19/21,3/19/21,11/30/22
29164,Fayette,Lexington,STINGS LOUNGE,"STINGS LOUNGE, LLC ",123 W Main St,"Lexington, KY 40507",034-LD-159653,Quota Retail Drink License,Active,2/13/20,2/12/20,11/30/22
29164,Fayette,Lexington,STINGS LOUNGE,"STINGS LOUNGE, LLC ",123 W Main St,"Lexington, KY 40507",034-NQ4-159654,NQ4 Retail Malt Beverage Drink License,Active,2/13/20,2/12/20,11/30/22
29164,Fayette,Lexington,STINGS LOUNGE,"STINGS LOUNGE, LLC ",123 W Main St,"Lexington, KY 40507",034-SB-159977,Supplemental Bar License,Active,2/25/20,2/25/20,11/30/22
29164,Fayette,Lexington,STINGS LOUNGE,"STINGS LOUNGE, LLC ",123 W Main St,"Lexington, KY 40507",034-RS-159978,Special Sunday Retail Drink License,Active,2/25/20,2/14/20,11/30/22
3850,Fayette,Lexington,Storming Crab,STORMING CRAB KY LLC ,4009 Nicholasville Rd,"Lexington, KY 40503",034-RS-5666,Special Sunday Retail Drink License,Active,5/3/19,5/3/19,11/30/22
3850,Fayette,Lexington,Storming Crab,STORMING CRAB KY LLC ,4009 Nicholasville Rd,"Lexington, KY 40503",034-NQ2-3959,NQ2 Retail Drink License,Active,5/3/19,5/3/19,11/30/22
1621,Fayette,Lexington,Subcity Market,"SUBCITY MARKETS, INC. ",500 E Seventh St,"Lexington, KY 40505",034-NQ-2402,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,11/30/22
30895,Fayette,Lexington,SUMO SUSHI AND GRILL,SUMO Inc ,1030 S Broadway,"Lexington, KY 40504",034-NQ2-179297,NQ2 Retail Drink License,Active,3/9/21,3/9/21,11/30/22
30895,Fayette,Lexington,SUMO SUSHI AND GRILL,SUMO Inc ,1030 S Broadway,"Lexington, KY 40504",034-RS-179298,Special Sunday Retail Drink License,Active,3/9/21,3/9/21,11/30/22
9569,Fayette,Lexington,Super Mercado Aguascalientes,"909 Enterprises, Inc. ",1424 Alexandria Dr,"Lexington, KY 40504",034-NQ4-4174,NQ4 Retail Malt Beverage Drink License,Active,5/21/18,5/21/18,11/30/22
9569,Fayette,Lexington,Super Mercado Aguascalientes,"909 Enterprises, Inc. ",1424 Alexandria Dr,"Lexington, KY 40504",034-NQ-6862,NQ Retail Malt Beverage Package License,Active,5/21/18,5/21/18,11/30/22
12984,Fayette,Lexington,Super Mercado Aguascalientes,"LATINO MARKET, INC. ",459 W New Circle Rd,"Lexington, KY 40511",034-NQ-5307,NQ Retail Malt Beverage Package License,Active,3/10/16,3/10/16,11/30/22
12984,Fayette,Lexington,Super Mercado Aguascalientes,"LATINO MARKET, INC. ",459 W New Circle Rd,"Lexington, KY 40511",034-NQ4-3485,NQ4 Retail Malt Beverage Drink License,Active,3/10/16,3/10/16,11/30/22
12149,Fayette,Lexington,Super Mercado Aguascalientes V,"DISCOTECA AGS, INC. ",2220 Nicholasville Rd Ste 156,"Lexington, KY 40503",034-NQ-5290,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,11/30/22
2287,Fayette,Lexington,Superamerica #9398,Ashland Inc.,3393 Tates Creek Rd,"Lexington, KY 40502",034-NQ-1053,NQ Retail Malt Beverage Package License,Active,5/13/13,6/25/13,11/30/22
29732,Fayette,Lexington,SUPERMERCADO AGUASCALIENTES,"Latino Market V , Inc. ",306 Southland Dr,"Lexington, KY 40503",034-NQ-161482,NQ Retail Malt Beverage Package License,Active,4/23/20,4/23/20,11/30/22
29732,Fayette,Lexington,SUPERMERCADO AGUASCALIENTES,"Latino Market V , Inc. ",306 Southland Dr,"Lexington, KY 40503",034-NQ4-188517,NQ4 Retail Malt Beverage Drink License,Active,1/27/22,1/27/22,11/30/22
24437,Fayette,Lexington,Supermercado Las Nortenas Inc,SUPERMERCADO LAS NORTENAS INC. ,158 E New Circle Rd,"Lexington, KY 40505",034-NQ-6042,NQ Retail Malt Beverage Package License,Active,1/27/17,1/27/17,11/30/22
6106,Fayette,Lexington,Survivors,JACKASS LLC ,161 E Reynolds Rd,"Lexington, KY 40517",034-NQ4-1846,NQ4 Retail Malt Beverage Drink License,Active,5/13/13,6/25/13,11/30/22
6106,Fayette,Lexington,Survivors,JACKASS LLC ,161 E Reynolds Rd,"Lexington, KY 40517",034-RS-1805,Special Sunday Retail Drink License,Active,3/9/10,3/9/10,11/30/22
6106,Fayette,Lexington,Survivors,JACKASS LLC ,161 E Reynolds Rd,"Lexington, KY 40517",034-LD-549,Quota Retail Drink License,Active,3/9/10,3/9/10,11/30/22
13266,Fayette,Lexington,Sushi Blue,sushi blue Incorporated ,185 Pasadena Dr Ste 130,"Lexington, KY 40503",034-NQ2-2719,NQ2 Retail Drink License,Active,4/13/15,4/13/15,11/30/22
15114,Fayette,Lexington,Sutton's,"THE ITALIAN PEASANT, LLC ",110 N Locust Hill Dr,"Lexington, KY 40509",034-NQ2-3184,NQ2 Retail Drink License,Active,11/30/16,12/1/16,11/30/22
15114,Fayette,Lexington,Sutton's,"THE ITALIAN PEASANT, LLC ",110 N Locust Hill Dr,"Lexington, KY 40509",034-RS-4651,Special Sunday Retail Drink License,Active,11/30/16,12/1/16,11/30/22
16191,Fayette,Lexington,Swahili Elks Lodge 1611,"SWAHILI ELKS LODGE #1611, INCORPORATED ",1203 Versailles Rd,"Lexington, KY 40504",034-RS-2257,Special Sunday Retail Drink License,Active,1/16/13,1/16/13,11/30/22
16191,Fayette,Lexington,Swahili Elks Lodge 1611,"SWAHILI ELKS LODGE #1611, INCORPORATED ",1203 Versailles Rd,"Lexington, KY 40504",034-NQ3-1171,NQ3 Retail Drink License,Active,5/13/13,6/25/13,11/30/22
3840,Fayette,Lexington,Tachibana Restaurant,"CHUBU TRADING, INC. ",785 Newtown Ct,"Lexington, KY 40511",034-NQ2-159569,NQ2 Retail Drink License,Active,2/11/20,2/11/20,11/30/22
22284,Fayette,Lexington,Tack House Pub,"TRIPLE HEARTS, LLC ",4401 HARRODSBURG RD,"Lexington, KY 40513",034-NQ2-185199,NQ2 Retail Drink License,Active,7/20/21,7/20/21,11/30/22
